"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.467572042E0,-5.019962545E-1,4.849558602E-1,9.159049362E-1,1.151548643E0
2.477534042E0,-5.694679703E-1,3.088597979E-1,1.151242502E0,1.321002439E0
2.487497042E0,-6.538668638E-1,2.393539455E-1,1.385955001E0,1.551033027E0
2.497460042E0,-6.422129975E-1,1.664637246E-1,1.482969080E0,1.624606105E0
2.507422042E0,-2.434776943E-1,5.172606303E-1,1.190535207E0,1.320686952E0
2.517385042E0,-1.931576528E-2,1.080394422E0,2.870830858E-1,1.118052728E0
2.527348042E0,-3.673887455E-1,1.004053466E0,-4.106265664E-2,1.069945791E0
2.537310042E0,-5.776312681E-1,1.085378588E0,5.259529549E-1,1.337284963E0
2.547273042E0,-5.675471234E-1,6.894837892E-1,1.238436182E0,1.526833917E0
2.557236042E0,-2.723558864E-1,1.164619178E-2,1.929154319E0,1.948319724E0
2.567199042E0,1.495006596E-1,-3.894292402E-1,2.143405071E0,2.183618758E0
2.577161042E0,4.761824054E-1,-6.204524383E-1,2.056882651E0,2.200562917E0
2.587124042E0,5.073887030E-1,-6.857721960E-1,1.817950217E0,2.008150839E0
2.597087042E0,3.342872192E-1,-5.552821501E-1,1.703987984E0,1.823091128E0
2.607049042E0,1.281471214E-1,-6.113010342E-1,1.560062864E0,1.680448386E0
2.617012042E0,-4.745713513E-2,-6.982749318E-1,1.439330140E0,1.600472215E0
2.626975042E0,-2.213739583E-1,-8.394026709E-1,1.409511094E0,1.655392642E0
2.636937042E0,-2.851534863E-1,-1.068333077E0,1.544643756E0,1.899624281E0
2.646900042E0,-2.089283243E-1,-1.183587691E0,1.583897869E0,1.988281501E0
2.656863042E0,-3.114111939E-2,-1.087132022E0,1.252047915E0,1.658448005E0
2.666826042E0,1.205544023E-1,-9.048551604E-1,7.299447674E-1,1.168809475E0
2.676788042E0,2.431887870E-1,-7.071990985E-1,2.653103936E-1,7.935117869E-1
2.686751042E0,3.962424890E-1,-4.964934399E-1,-6.280552804E-2,6.383246668E-1
2.696714042E0,4.974723369E-1,-3.579220303E-1,-3.041978860E-1,6.841953373E-1
2.706676042E0,5.832982068E-1,-2.763241359E-1,-3.592815810E-1,7.386982338E-1
2.716639042E0,6.995670202E-1,-2.763621428E-1,-3.426924455E-1,8.265640701E-1
2.726602042E0,7.790295846E-1,-3.233077562E-1,-3.565363133E-1,9.157145525E-1
2.736564042E0,8.152649993E-1,-3.729705707E-1,-3.894625694E-1,9.774687507E-1
2.746527042E0,8.113983817E-1,-4.198775194E-1,-3.159092742E-1,9.666763340E-1
2.756490042E0,7.687589503E-1,-4.633583286E-1,-2.609893012E-1,9.347762725E-1
2.766453042E0,7.008963116E-1,-5.167665040E-1,-2.849067521E-1,9.162287469E-1
2.776415042E0,6.301495338E-1,-5.419553223E-1,-4.155820817E-1,9.292537183E-1
2.786378042E0,5.137329320E-1,-4.880787849E-1,-4.948422593E-1,8.642981472E-1
2.796341042E0,3.651032882E-1,-4.325678777E-1,-5.842029172E-1,8.134546259E-1
2.806303042E0,2.592379139E-1,-3.637813058E-1,-7.550854558E-1,8.773227342E-1
2.816266042E0,1.914092074E-1,-2.586497571E-1,-9.841366804E-1,1.035404359E0
2.826229042E0,1.669834142E-1,-1.554819958E-1,-1.207085166E0,1.228459486E0
2.836191042E0,1.168903542E-1,-1.920240238E-2,-1.458941701E0,1.463742796E0
2.846154042E0,7.123279106E-2,1.151640552E-1,-1.663848018E0,1.669349304E0
2.856117042E0,2.966192001E-2,2.457315036E-1,-1.794167837E0,1.811160409E0
2.866080042E0,-1.306297213E-2,3.747223965E-1,-1.801825935E0,1.840425010E0
2.876042042E0,-3.317403182E-2,4.579376308E-1,-1.667749865E0,1.729796810E0
2.886005042E0,5.823351704E-3,4.561551802E-1,-1.566400661E0,1.631478621E0
2.895968042E0,3.761681937E-2,4.797421903E-1,-1.518643527E0,1.593061755E0
2.905930042E0,4.327502377E-2,5.110114916E-1,-1.468594285E0,1.555562485E0
2.915893042E0,1.171625238E-1,5.076061463E-1,-1.407455213E0,1.500773545E0
2.925856042E0,1.932764243E-1,4.549791589E-1,-1.348956159E0,1.436678298E0
2.935818042E0,2.649624477E-1,4.113627309E-1,-1.314673349E0,1.402779530E0
2.945781042E0,3.149362244E-1,4.141720256E-1,-1.203987896E0,1.311605941E0
2.955744042E0,3.227316958E-1,4.058267333E-1,-1.080211111E0,1.198209969E0
2.965707042E0,3.089803968E-1,4.414138379E-1,-1.017328985E0,1.151205162E0
2.975669042E0,2.974297156E-1,5.258754062E-1,-1.027109622E0,1.191622237E0
2.985632042E0,2.776564422E-1,5.928537997E-1,-9.395814818E-1,1.145155923E0
2.995595042E0,2.769868264E-1,6.240727419E-1,-8.523614895E-1,1.092111990E0
3.005557042E0,3.307861257E-1,6.669476699E-1,-8.757450897E-1,1.149420775E0
3.015520042E0,3.646089792E-1,7.272176260E-1,-8.589518863E-1,1.183039951E0
3.025483042E0,3.794476777E-1,7.630785996E-1,-8.101019078E-1,1.175812311E0
3.035445042E0,4.145537026E-1,8.261429400E-1,-7.834766114E-1,1.211694075E0
3.045408042E0,4.233517887E-1,9.422650614E-1,-8.176781452E-1,1.317455021E0
3.055371042E0,4.485285837E-1,1.039401785E0,-7.745806575E-1,1.371681142E0
3.065334042E0,4.677823685E-1,1.065540667E0,-6.467634469E-1,1.331352775E0
3.075296042E0,4.616542672E-1,1.093195000E0,-4.863567799E-1,1.282475297E0
3.085259042E0,4.512329940E-1,1.083415166E0,-2.731386459E-1,1.204991434E0
3.095222042E0,4.785708468E-1,1.053436126E0,-9.108441710E-2,1.160626597E0
3.105184042E0,4.641045430E-1,1.040790864E0,1.070309436E-1,1.144593497E0
3.115147042E0,4.051792272E-1,9.868543200E-1,3.524935484E-1,1.123522744E0
3.125110042E0,3.562501652E-1,9.168774743E-1,6.677520275E-1,1.188894972E0
3.135073042E0,3.586242809E-1,8.377172841E-1,9.804143429E-1,1.338504354E0
3.145035042E0,4.171359061E-1,6.655172217E-1,1.204509467E0,1.437970304E0
3.154998042E0,5.469171233E-1,5.525850122E-1,1.389539344E0,1.592258812E0
3.164961042E0,8.544945538E-1,7.247466657E-1,1.562862511E0,1.923007514E0
3.174923042E0,1.501263409E0,1.587713470E0,1.165412060E0,2.476451323E0
3.184886042E0,1.382172730E0,1.808711763E0,2.320835906E-1,2.288165747E0
3.194849042E0,6.323987384E-1,1.371336816E0,7.617302316E-1,1.691368018E0
3.204811042E0,-2.429831843E-1,1.123336519E0,1.825645153E0,2.157291354E0
3.214774042E0,-8.900311531E-1,3.562208560E-1,2.936852939E0,3.089361413E0
3.224737042E0,-1.060320345E0,-4.080369808E-1,3.885312833E0,4.048015467E0
3.234700042E0,-7.839880235E-1,-9.280850518E-1,4.048232049E0,4.226601685E0
3.244662042E0,-3.908630506E-1,-1.392038883E0,3.606902922E0,3.885909786E0
3.254625042E0,-1.342718240E-1,-1.650907691E0,3.135341937E0,3.545968724E0
3.264588042E0,-1.997318235E-1,-1.452580808E0,2.883003007E0,3.234438149E0
3.274550042E0,-4.589163085E-1,-1.272049340E0,2.759953031E0,3.073443416E0
3.284513042E0,-4.965819156E-1,-1.290086246E0,2.474238778E0,2.834214821E0
3.294476042E0,-3.077736045E-1,-1.278471922E0,1.943198161E0,2.346323537E0
3.304434500E0,-1.480906767E-1,-1.192439864E0,1.269384910E0,1.747907814E0
3.314397500E0,-1.765181581E-1,-1.001248776E0,5.331912231E-1,1.148020319E0
3.324360500E0,-4.371293637E-1,-6.994646209E-1,-7.178158879E-2,8.279404767E-1
3.334323500E0,-7.794885179E-1,-3.875151176E-1,-3.993841249E-1,9.577463105E-1
3.344285500E0,-1.082129290E0,-2.805513987E-1,-4.192757678E-1,1.193945165E0
3.354248500E0,-1.251476204E0,-3.629495394E-1,-2.697817594E-1,1.330679246E0
3.364211500E0,-1.329300305E0,-4.870865855E-1,-6.378025889E-2,1.417166386E0
3.374173500E0,-1.385576248E0,-5.860365310E-1,-5.678523481E-2,1.505484944E0
3.384136500E0,-1.324861392E0,-5.900033186E-1,-1.944152427E-1,1.463269937E0
3.394099500E0,-1.169177813E0,-6.087317676E-1,-3.698837525E-1,1.369067242E0
3.404062500E0,-9.726629815E-1,-6.026191249E-1,-4.622007626E-1,1.234039153E0
3.414024500E0,-7.817931980E-1,-6.320995072E-1,-5.517263120E-1,1.146800905E0
3.423987500E0,-5.227663685E-1,-6.260336787E-1,-6.867987478E-1,1.066252954E0
3.433950500E0,-2.555706499E-1,-5.818762370E-1,-8.638161850E-1,1.072415364E0
3.443912500E0,-2.935783739E-2,-5.653943614E-1,-1.094153797E0,1.231951784E0
3.453875500E0,9.270571296E-2,-4.742506316E-1,-1.316157373E0,1.402062138E0
3.463838500E0,1.372608658E-1,-3.631642784E-1,-1.411009735E0,1.463447065E0
3.473801500E0,1.480972365E-1,-2.410253721E-1,-1.452988651E0,1.480270935E0
3.483763500E0,1.463605130E-1,-8.688131059E-2,-1.564818989E0,1.574048357E0
3.493726500E0,1.507529140E-1,8.198903661E-2,-1.778820065E0,1.787078473E0
3.503689500E0,9.234619142E-2,2.506848992E-1,-1.877164385E0,1.896079341E0
3.513651500E0,2.134791026E-2,3.792822745E-1,-1.887809826E0,1.925652283E0
3.523614500E0,-3.881245620E-2,4.646946367E-1,-1.900299479E0,1.956677189E0
3.533577500E0,-8.841756600E-2,4.461531158E-1,-1.849876015E0,1.904970220E0
3.543540500E0,-1.271542733E-1,4.300786814E-1,-1.684817303E0,1.743486514E0
3.553502500E0,-1.552236037E-1,3.984965906E-1,-1.445025328E0,1.506981121E0
3.563465500E0,-1.479869251E-1,3.818631624E-1,-1.262962328E0,1.327702319E0
3.573428500E0,-1.155147328E-1,3.644174829E-1,-1.258782154E0,1.315551696E0
3.583390500E0,-5.983885182E-2,3.607936710E-1,-1.240853421E0,1.293626675E0
3.593353500E0,-4.436581272E-2,3.454829926E-1,-1.195562643E0,1.245269793E0
3.603316500E0,-6.545866560E-2,3.508076134E-1,-1.185582030E0,1.238125829E0
3.613279500E0,-1.303629238E-1,4.171420823E-1,-1.132751268E0,1.214136501E0
3.623241500E0,-2.208461192E-1,4.969038779E-1,-1.027086818E0,1.162150508E0
3.633204500E0,-2.817704153E-1,5.493145183E-1,-9.781906468E-1,1.156718612E0
3.643167500E0,-3.387202857E-1,5.945170767E-1,-8.558540314E-1,1.095750022E0
3.653129500E0,-3.926024511E-1,7.014232188E-1,-6.131963360E-1,1.011009873E0
3.663092500E0,-4.770018196E-1,7.619676286E-1,-4.569745213E-1,1.008439942E0
3.673055500E0,-5.187117630E-1,8.104087405E-1,-3.931971860E-1,1.039436504E0
3.683017500E0,-5.213740003E-1,9.220810577E-1,-3.153309846E-1,1.105213986E0
3.692980500E0,-5.710510674E-1,9.757603978E-1,-1.982954550E-1,1.147836558E0
3.702943500E0,-5.956833770E-1,1.020690403E0,-9.611711562E-2,1.185700672E0
3.712906500E0,-6.108325626E-1,1.038159910E0,-2.810405731E-2,1.204857774E0
3.722868500E0,-6.359894405E-1,9.138484704E-1,1.348204207E-1,1.121507085E0
3.732831500E0,-6.291881785E-1,7.611335964E-1,3.494319463E-1,1.047523174E0
3.742794500E0,-6.119054170E-1,6.223174077E-1,5.961517024E-1,1.056931430E0
3.752756500E0,-5.667239451E-1,5.166180213E-1,8.081313962E-1,1.114067576E0
3.762719500E0,-5.667836598E-1,3.737646957E-1,1.007127348E0,1.214598394E0
3.772682500E0,-5.804738189E-1,1.940531538E-1,1.252795190E0,1.394310678E0
3.782645500E0,-5.514808021E-1,4.038503744E-2,1.459146938E0,1.560407579E0
3.792607500E0,-2.446344198E-1,1.695865763E-1,1.494005699E0,1.523370813E0
3.802570500E0,1.733332163E-1,7.628607908E-1,8.821904755E-1,1.179093306E0
3.812533500E0,1.337239216E-1,9.434374282E-1,1.949338907E-1,9.726024315E-1
3.822495500E0,-6.941935021E-2,1.183346055E0,2.546871722E-2,1.185654076E0
3.832458500E0,-2.640618668E-1,1.104778188E0,2.371572196E-1,1.160390909E0
3.842421500E0,-3.313059432E-1,3.852787404E-1,1.227270339E0,1.328305620E0
3.852384500E0,-1.650422665E-1,-3.061362380E-1,2.386391380E0,2.411601576E0
3.862346500E0,2.098028485E-1,-9.400576644E-1,3.123214812E0,3.268362955E0
3.872309500E0,4.263557227E-1,-1.388490061E0,3.265755311E0,3.574191042E0
3.882272500E0,5.351512829E-1,-1.768805539E0,3.176301683E0,3.674772416E0
3.892234500E0,4.917141085E-1,-1.924423336E0,2.828421003E0,3.456176111E0
3.902197500E0,2.928821350E-1,-1.862001386E0,2.536602842E0,3.160250478E0
3.912160500E0,1.875818576E-1,-1.691224097E0,2.037774535E0,2.654797724E0
3.922123500E0,1.811430133E-1,-1.391511318E0,1.304878678E0,1.916200643E0
3.932085500E0,2.266482748E-1,-1.044979590E0,3.739668632E-1,1.132785505E0
3.942048500E0,3.359736658E-1,-7.778990985E-1,-2.436178082E-1,8.816773492E-1
3.952011500E0,4.852742410E-1,-7.753716396E-1,-3.961517841E-1,9.968091615E-1
3.961973500E0,8.204583500E-1,-9.532774881E-1,-4.405719119E-1,1.332664055E0
3.971936500E0,1.620458462E0,-1.503946550E0,-1.066742050E0,2.454725943E0
3.981899500E0,1.196077052E0,-1.025267749E0,-8.283183235E-1,1.779855476E0
3.991862500E0,1.004325069E-1,-5.243851702E-1,4.015341461E-1,6.680540140E-1
4.001824500E0,3.409238090E-1,-2.366453690E-1,-1.512043190E-1,4.416931291E-1
4.011787500E0,4.035130997E-1,-7.555272129E-1,-2.769200402E-1,9.001827035E-1
4.021750500E0,4.957127635E-1,-9.739652295E-1,-2.285255599E-1,1.116496011E0
4.031712500E0,5.210978656E-1,-9.680433156E-1,-3.151064515E-3,1.099391093E0
4.041675500E0,3.689976800E-1,-9.887328842E-1,9.737719059E-2,1.059827496E0
4.051638500E0,3.518236037E-1,-9.110828105E-1,-2.734701830E-1,1.014217766E0
4.061601500E0,3.764748070E-1,-7.436151190E-1,-7.495995981E-1,1.120980055E0
4.071563500E0,3.727136952E-1,-6.370988765E-1,-9.313988882E-1,1.188408333E0
4.081526500E0,3.733780485E-1,-5.781566404E-1,-1.150975869E0,1.341052467E0
4.091489500E0,3.744874115E-1,-4.441656838E-1,-1.316466106E0,1.438960383E0
4.101452500E0,3.109962974E-1,-3.613472196E-1,-1.465785867E0,1.541369105E0
4.111414500E0,3.188921582E-1,-2.594330648E-1,-1.692632107E0,1.741838446E0
4.121377500E0,3.276138651E-1,-8.271325082E-2,-1.858569070E0,1.889034493E0
4.131340500E0,1.541621148E-1,1.947536868E-1,-1.852860433E0,1.869434872E0
4.141302500E0,-3.898508610E-2,5.045849631E-1,-1.787659886E0,1.857916492E0
4.151265500E0,-6.963134833E-2,6.937816389E-1,-1.852965099E0,1.979813411E0
4.161228500E0,-6.507223774E-2,7.794176205E-1,-1.781340800E0,1.945482271E0
4.171191500E0,-1.798480743E-1,8.043767528E-1,-1.482993638E0,1.696654773E0
4.181153500E0,-2.284178980E-1,7.699249582E-1,-1.156604984E0,1.408081768E0
4.191116500E0,-1.733184521E-1,6.030012770E-1,-9.353293866E-1,1.126273007E0
4.201079500E0,-8.728504255E-2,5.039370185E-1,-8.326926255E-1,9.772145137E-1
4.211041500E0,3.184174374E-3,4.781699471E-1,-9.032024449E-1,1.021974214E0
4.221004500E0,9.258304020E-2,4.848718795E-1,-9.980343425E-1,1.113438327E0
4.230967500E0,1.125747802E-1,5.481511051E-1,-1.007751245E0,1.152694794E0
4.240930500E0,2.002157720E-1,4.997739471E-1,-1.000025319E0,1.135742485E0
4.250892500E0,8.209028481E-2,7.506550936E-1,-9.741946596E-1,1.232589599E0
4.260855500E0,1.321786670E-1,6.842842989E-1,-8.251298368E-1,1.080071965E0
4.270818500E0,3.047085855E-1,6.434102880E-1,-7.840461302E-1,1.059033736E0
4.280780500E0,4.381938128E-1,7.324179934E-1,-8.411237258E-1,1.198306746E0
4.290743500E0,5.773264089E-1,6.689940492E-1,-8.621661007E-1,1.234580579E0
4.300706500E0,8.263163099E-1,4.720639191E-1,-9.874444503E-1,1.371382343E0
4.310669375E0,5.980133828E-1,9.767302316E-1,-8.328516698E-1,1.416073393E0
4.320631375E0,4.278345566E-1,9.887495488E-1,-7.320860177E-1,1.302542903E0
4.330594375E0,3.463247359E-1,1.024162187E0,-6.511734170E-1,1.262091846E0
4.340557375E0,3.549668110E-1,1.043238509E0,-5.093421847E-1,1.213992374E0
4.350519375E0,3.671546376E-1,9.054727726E-1,-2.275812346E-1,1.003233118E0
4.360482375E0,3.928826058E-1,7.653495120E-1,-3.050492406E-2,8.608409654E-1
4.370445375E0,3.998166361E-1,6.876665477E-1,5.457674146E-2,7.973187844E-1
4.380408375E0,3.088371034E-1,6.506195395E-1,1.538548619E-1,7.364492244E-1
4.390370375E0,2.260319782E-1,6.835719618E-1,3.867594016E-1,8.172783595E-1
4.400333375E0,2.338666990E-3,7.875206188E-1,5.446201909E-1,9.574995283E-1
4.410296375E0,1.186387265E-1,5.835031517E-1,7.311908090E-1,9.429692862E-1
4.420259375E0,7.145821584E-1,6.809126481E-1,7.920848823E-1,1.265570289E0
4.430221375E0,1.645530153E0,7.004231988E-1,1.252356648E-1,1.792776092E0
4.440184375E0,5.483143886E-1,9.200839412E-1,-8.341520905E-2,1.074318959E0
4.450147375E0,-7.365103135E-1,9.152313370E-1,1.271741922E0,1.731306836E0
4.460109375E0,-1.531259187E0,4.902364075E-1,2.592167763E0,3.050314761E0
4.470072375E0,-1.291057907E0,-8.164175586E-1,3.735607156E0,4.035855420E0
4.480035375E0,-9.668550883E-1,-1.715403357E0,4.274426324E0,4.706180812E0
4.489998375E0,-8.533626790E-1,-2.416976118E0,4.439255240E0,5.126108515E0
4.499960375E0,-6.504226345E-1,-2.785271475E0,3.964115759E0,4.888251276E0
4.509923375E0,-4.083951958E-1,-2.505056528E0,2.897517550E0,3.851973884E0
4.519886375E0,-3.472702307E-1,-2.010648863E0,1.944663473E0,2.818691450E0
4.529849375E0,-3.933563033E-1,-1.724344773E0,1.493948981E0,2.315162551E0
4.539811375E0,-3.019785022E-1,-1.636011178E0,1.153889537E0,2.024644328E0
4.549774375E0,-4.844805546E-2,-1.606347376E0,6.595840520E-1,1.737167300E0
4.559737375E0,7.523700088E-2,-1.567317943E0,2.494281864E-1,1.588823640E0
4.569699375E0,-2.137081307E-1,-1.435487350E0,2.045496368E-1,1.465651954E0
4.579662375E0,-5.258960176E-1,-1.398607499E0,3.411733389E-1,1.532667219E0
4.589625375E0,-7.287349053E-1,-1.534782135E0,3.833118832E-1,1.741705705E0
4.599588375E0,-8.690023729E-1,-1.650866322E0,3.723097622E-1,1.902403558E0
4.609550375E0,-1.006856037E0,-1.798071438E0,5.054572946E-1,2.121864051E0
4.619513375E0,-1.036973875E0,-1.903140348E0,6.679286134E-1,2.267903577E0
4.629476375E0,-9.255141773E-1,-1.977194165E0,7.507286954E-1,2.308563803E0
4.639438375E0,-7.512904666E-1,-2.113990506E0,8.457126206E-1,2.397628633E0
4.649401375E0,-5.399213684E-1,-2.222609115E0,8.339573783E-1,2.434541286E0
4.659364375E0,-3.175760961E-1,-2.232838673E0,7.379308945E-1,2.372965470E0
4.669327375E0,-1.781855647E-1,-2.193935831E0,6.125601590E-1,2.284805129E0
4.679289375E0,-9.352182895E-3,-2.169141883E0,2.868579680E-1,2.188047409E0
4.689252375E0,7.902767770E-2,-2.086592354E0,-7.961393416E-2,2.089605562E0
4.699215375E0,5.172549292E-2,-1.981725757E0,-3.346846837E-1,2.010454263E0
4.709178375E0,1.450664967E-2,-1.861172251E0,-5.525683111E-1,1.941521138E0
4.719140375E0,-5.395759441E-2,-1.699651543E0,-6.290428752E-1,1.813124852E0
4.729103375E0,-4.433505088E-2,-1.547223255E0,-5.960435289E-1,1.658654059E0
4.739066375E0,7.550663061E-2,-1.529056541E0,-6.275500810E-1,1.654549564E0
4.749028375E0,1.590996681E-1,-1.537768015E0,-5.943308794E-1,1.656282696E0
4.758991375E0,2.606100362E-1,-1.536253294E0,-5.746988529E-1,1.660804187E0
4.768954375E0,3.694764939E-1,-1.611742018E0,-5.437121183E-1,1.740645880E0
4.778917375E0,3.795443760E-1,-1.659481902E0,-3.694650918E-1,1.741963998E0
4.788879375E0,3.159024037E-1,-1.684888785E0,-2.315017927E-1,1.729808552E0
4.798842375E0,2.444033086E-1,-1.648103951E0,-1.805064708E-1,1.675876546E0
4.808805375E0,2.296618932E-1,-1.573303445E0,-3.490243953E-1,1.627834864E0
4.818768375E0,2.091355350E-1,-1.560572156E0,-5.180352402E-1,1.657553510E0
4.828730375E0,2.459835186E-1,-1.568277617E0,-5.879854810E-1,1.692846568E0
4.838693375E0,3.377597344E-1,-1.613575997E0,-7.065605825E-1,1.793582168E0
4.848656375E0,3.999357366E-1,-1.648227620E0,-7.645556062E-1,1.860416124E0
4.858618375E0,4.138211196E-1,-1.605636063E0,-6.892253423E-1,1.795646585E0
4.868581375E0,3.111166039E-1,-1.557449743E0,-7.256780541E-1,1.746153453E0
4.878544375E0,8.588097990E-4,-1.400000598E0,-5.516824579E-1,1.504777706E0
4.888507375E0,-3.393276653E-1,-1.253637335E0,-3.302560025E-1,1.340081661E0
4.898469375E0,-5.436065760E-1,-1.247186248E0,-1.163268471E-1,1.365471927E0
4.908432375E0,-6.211283033E-1,-1.284028531E0,9.370689332E-2,1.429444164E0
4.918395375E0,-6.665912090E-1,-1.346895162E0,1.187832624E-1,1.507507838E0
4.928358375E0,-7.896783145E-1,-1.292537399E0,1.862893671E-1,1.526089282E0
4.938320375E0,-7.996258901E-1,-1.290650064E0,8.295234346E-1,1.730112216E0
4.948283375E0,-5.528145520E-1,-1.280394340E0,3.191258276E-1,1.430683364E0
4.958246375E0,-5.075565912E-1,-9.327987117E-1,-1.681659222E-2,1.062078117E0
4.968208375E0,-3.262943678E-1,-7.316607790E-1,-3.362154847E-1,8.688131917E-1
4.978171375E0,-2.482962386E-1,-7.931367964E-1,-5.278269875E-1,9.845396531E-1